"rgi_id","o1region","o2region","glims_id","anlys_id","subm_id","src_date","cenlon","cenlat","utm_zone","area_km2","primeclass","conn_lvl","surge_type","term_type","glac_name","is_rgi6","termlon","termlat","zmin_m","zmax_m","zmed_m","zmean_m","slope_deg","aspect_deg","aspect_sec","dem_source","lmax_m"
"RGI2000-v7.0-G-10-03450","10","10-04","G091743E46796N",917931,752,"2002-07-10T00:00:00",91.74269874719859,46.796538,46,0.322281762527053,0,0,0,9,"",0,91.74634193483904,46.79896500897279,3582.5361,3738.6091,3660.0728,3656.0156,21.435436,3.85295,1,"COPDEM30",1968
"RGI2000-v7.0-G-10-03451","10","10-04","G091749E46795N",917939,752,"2002-07-10T00:00:00",91.74885694637054,46.795335,46,0.027982701872476,0,0,0,9,"",0,91.74891503867676,46.7963781106129,3642.9795,3731.8733,3690.4565,3690.1602,23.759834,16.097092,1,"COPDEM30",237
"RGI2000-v7.0-G-10-03452","10","10-04","G091756E46793N",917942,752,"2002-07-10T00:00:00",91.75645678071493,46.793169,46,0.275224677081639,0,0,0,9,"",0,91.75513209427542,46.79667590014917,3584.7197,3742.397,3651.8428,3654.9907,19.014997,41.183212,2,"COPDEM30",442
"RGI2000-v7.0-G-10-03453","10","10-04","G091295E47342N",917045,752,"2002-07-10T00:00:00",91.29530804528036,47.342371,46,0.021938874886972,0,0,0,9,"",0,91.29495669168742,47.34361781492387,3625.005,3693.8848,3656.9824,3657.8137,18.226439,16.96815,1,"COPDEM30",303
"RGI2000-v7.0-G-10-03454","10","10-04","G091290E47344N",917036,752,"2002-07-10T00:00:00",91.29092247781361,47.344613,46,0.180167028059997,0,0,0,9,"",0,91.28896098471158,47.347986630266085,3519.4604,3742.9067,3618.417,3623.0586,19.424976,27.69219,2,"COPDEM30",807
"RGI2000-v7.0-G-10-03455","10","10-04","G091064E47739N",916525,752,"2002-07-10T00:00:00",91.06351436458334,47.739222999999996,46,0.017499888029137,0,0,0,9,"",0,91.06342146976661,47.739916992861914,3627.1248,3687.0242,3656.8203,3656.682,24.400784,11.9917345,1,"COPDEM30",197
"RGI2000-v7.0-G-10-03456","10","10-04","G091063E47745N",916523,752,"2002-07-10T00:00:00",91.06297922327586,47.7443595,46,0.013145883022106,0,0,0,9,"",0,91.0629023469907,47.74552473300645,3428.7883,3515.8442,3475.9458,3474.7688,21.693333,35.075176,2,"COPDEM30",284
"RGI2000-v7.0-G-10-03457","10","10-04","G091054E47736N",916512,752,"2002-07-10T00:00:00",91.05436735580204,47.737222,46,0.068238599027713,0,0,0,9,"",0,91.0537961477959,47.73888652122729,3392.9978,3635.882,3555.197,3544.9778,33.063633,352.7098927497864,1,"COPDEM30",383
"RGI2000-v7.0-G-10-03458","10","10-04","G091052E47737N",916506,752,"2002-07-10T00:00:00",91.05220281494752,47.737413000000004,46,0.019505771989939,0,0,0,9,"",0,91.05265434133926,47.73852701648066,3430.213,3610.5803,3533.834,3529.6592,35.7917,5.9630013,1,"COPDEM30",267
"RGI2000-v7.0-G-10-03459","10","10-04","G091026E47881N",916463,752,"2002-07-10T00:00:00",91.02611669521366,47.8818655,46,0.176826262623792,0,0,0,9,"",0,91.024959456231,47.883533193214824,3467.5388,3760.1562,3635.7522,3631.9375,38.47351,10.30591,1,"COPDEM30",431
