rgi_id,index_year,t2m_trend_k_decade,t2m_change_k,t2m_hac_se_k_decade,theil_sen_k_decade,slope_deg,missing_reason
RGI2000-v7.0-G-13-66450,2016,0.85135915943722118,1.6175824029307202,0.20524381035376282,0.77334256400504842,24.061122999999998,
RGI2000-v7.0-G-13-66555,2016,0.74894748293231661,1.4230002175714016,0.16860034148145764,0.69196048461668691,16.029437999999999,
RGI2000-v7.0-G-13-66733,2016,0.73029854411629624,1.3875672338209628,0.17571201199995723,0.76028022396714467,14.367311000000001,
RGI2000-v7.0-G-13-66890,2016,0.72879929741601401,1.3847186650904266,0.21081440155901571,0.70824376474824002,14.962806,
RGI2000-v7.0-G-13-67219,2016,0.77470767948181873,1.4719445910154556,0.17904674808831647,0.76841146143965,14.372877000000001,
RGI2000-v7.0-G-13-67932,2016,0.62941755430929192,1.1958933531876548,0.13883769737927884,0.63568010541917963,17.781883000000001,
RGI2000-v7.0-G-17-23680,2007,-0.063629224200894036,-0.12089552598169868,0.1198745981305939,-0.046333165489253744,34.375767000000003,
RGI2000-v7.0-G-17-24686,2007,0.3545373968140012,0.67362105394660232,0.092094644800441522,0.32398580395777266,34.348149999999997,
RGI2000-v7.0-G-17-24691,2007,0.3545373968140012,0.67362105394660232,0.092094644800441522,0.32398580395777266,39.226063000000003,
RGI2000-v7.0-G-17-24694,2007,0.40031914501488419,0.76060637552828003,0.10789153774277871,0.42402996302744422,24.820892000000001,
RGI2000-v7.0-G-17-24735,2007,0.40031914501488419,0.76060637552828003,0.10789153774277871,0.42402996302744422,19.438908000000001,
RGI2000-v7.0-G-17-24851,2007,0.3251449395049128,0.61777538505933438,0.10114310155569409,0.29860149266591562,22.240746000000001,
RGI2000-v7.0-G-17-24852,2007,0.3251449395049128,0.61777538505933438,0.10114310155569409,0.29860149266591562,29.141618999999999,
RGI2000-v7.0-G-17-24868,2007,0.55581867981109645,1.0560554916410831,0.14965505490548633,0.58425227233281296,32.294289999999997,
RGI2000-v7.0-G-17-24917,2007,0.55581867981109645,1.0560554916410831,0.14965505490548633,0.58425227233281296,31.525908000000001,
RGI2000-v7.0-G-17-25037,2007,0.60251633759632706,1.1447810414330215,0.14613985890557324,0.59846808072787128,26.429516,
RGI2000-v7.0-G-17-25074,2007,0.55581867981109645,1.0560554916410831,0.14965505490548633,0.58425227233281296,22.456768,
RGI2000-v7.0-G-17-25190,2007,0.62869958296591244,1.1945292076352336,0.16170355052210758,0.58302700405203234,25.551943000000001,
RGI2000-v7.0-G-17-25212,2007,0.62869958296591244,1.1945292076352336,0.16170355052210758,0.58302700405203234,24.988199999999999,
RGI2000-v7.0-G-17-25231,2007,0.62869958296591244,1.1945292076352336,0.16170355052210758,0.58302700405203234,22.484055000000001,
RGI2000-v7.0-G-17-25532,2007,0.6938089490119802,1.3182370031227624,0.14386925082239371,0.62680629228496587,21.752120000000001,
RGI2000-v7.0-G-17-25549,2007,0.50264811858021297,0.9550314253024047,0.12804087502944972,0.50709847109402839,18.583876,
RGI2000-v7.0-G-17-25684,2007,0.65691492548976527,1.2481383584305539,0.12200524646474982,0.59007289195252599,22.896267000000002,
RGI2000-v7.0-G-17-25692,2007,0.65691492548976527,1.2481383584305539,0.12200524646474982,0.59007289195252599,25.647572,
RGI2000-v7.0-G-17-25867,2007,0.66688694866914766,1.2670852024713806,0.12730354090104698,0.71942877909442671,28.401546,
RGI2000-v7.0-G-17-29314,2007,0.45139017907169837,0.85764134023622685,0.10503070768004691,0.49144783968373285,32.357135999999997,
RGI2000-v7.0-G-17-29328,2007,0.45139017907169837,0.85764134023622685,0.10503070768004691,0.49144783968373285,31.501622999999999,
